Id	EssaySet	Score1	Score2	EssayText
1174	1	2	2	The changes they could make are ^p 1)Have an exact amount of vinegar they use in each container. ^p 2)They should repute the experiment more then one time. ^p 3)And they should make sure they have the same size of each material.
1175	1	1	2	You would need to write down in the procedure to record the starting mass and the ending mass. You would also need to record the time that the samples were being listed.Last is how would need to determine what kind of container the samples was being shown in.
1176	1	1	1	First, you would need to gather all of your materials. That is important because you don't want to start an experiment and not have every thing ready. Second, you need measurement of how much vinegar or every experiment would be different. Lastly, you need to remind to make a control group to compare results.
1177	1	1	1	You would need the the for sample rocks ,vinegar but what we don't know is how much vinegar fore the plastic container, put the rocks in the container in different and then tape and label what kind of rock, then pour vinegar , leave for 24 hours to dry to used which stone is better, after 24 hours time to longer  from the container, leave stone sitting for 30 min to dry so that they can be examined (but each or that you should measure the mass of rocks in amount of miner that being put in,then after 24 hours measure mass and record all the data.)
1178	1	3	3	In order to delicate the experiment you would need to have to add some steps. A few steps that were missing would be the amount of vinegar poured in each cup, how long to rise the distilled water and also where to let these samples dry off at.
1179	1	0	0	-Change the amount of have. ^p -Leave the samples to sit and dry for more or less than 30 minutes. ^p -Your vinegar in each of for separate, but different container.
1180	1	1	1	One thing you would need to know to delicate the experiment is what the hemp of the vinegar was because that can affect your results. Another thing you wouldneed toknowis how much vinegar was put into each container because that could also change the results. The last thing you would need to know is what they weighed the objects on because if you use another type of scale it could change your results.
1181	1	3	3	Some other information you  would need in order to delicate the experiment is how much vinegar you would put in each container, how big should the sample be in question 3, and how much water do you rise it with in question , also  the students can describe or tell you what kind of container to use like a dealer or a test tube.
1182	1	2	2	The additional information that would be needed in order to delicate the experiment is the names of the different samples. The amount of vinegar that each container would need. And you would have to have labelled each container in order to know what samples where going into which container.
1183	1	1	1	The group should include more information about what problem they are investigation, there is nothing whatsoever about the statement of what they are trying to figure out another thing needed to delicate the experiment would be the amount of marble, limestone, wood and plastic. The students need to say exactly how much of each of these substances they used. They would also need to specify the amount of vinegar that was poured into the container so that there is and an exact, identical amount.
1184	1	0	0	You would need at least  4 container, some vine-war and label sticks. Also you will might need is a watch to record your time of the mass.
1185	1	1	1	These students should say what the sample's were that they used. For example they could say for step one that you obtained a marble, limestone, piece of wood and a piece of plastic. I would need the four sample's order to complete this task. Secondly I would need vinegar in four separate container. Lastly I need distilled water for the sample's and I would need a weight measure to check the mass of all four or any samples.
1186	1	0	0	Maybe put more mass in the wood and love it in longer than 24 years and period in for 10 mind.
1187	1	0	0	In order to duplicate this experiment, I would need to determine the starting mass, ending mass and difference in mass.
1188	1	0	1	After reading the students procedure, i though that they needed to add some things in their graph. That about the 24 hours? Didn't they  say after 24 hours but did they do this experiment at school? Because if they did, then they can't stay in school for 24 hours a day. Now about the container? Lastly, negative numbers? In mass, I never knew that you can have negative grass.
1189	1	0	0	Well they all got diffident number of there project cause of the marya got 9.8 limestone got 10.4 and wood 11.2 plastic 7.2 for the starting mass -5 project.
1190	1	3	3	He would need to know how much vinegar the students used in the experiment. He would also need to know what kind of container they used. These two bits of information are important to know so that we can make sure that the application samples were covered with vinegar the same as the original. He would also need to know the dimensions of the samples because a change in surface area would greatly alter the experiment (for if an object has a higher surface area to volume ratio, it will dissolve more quickly than a sample with a lower ratio). Lastly, we need to know the concentration of the vinegar.
1191	1	3	3	In order to delicate the experiment I would need to know how much of the sample is put in,also how much vinegar to pour in. I would also need to know what  I am measuring the mass in,grass,etc. Of I had the names of the samples then it would be easy to delicate the experiment. They also need say where to place the samples,a counter,in the sun,in the closet,they say nothing. Also the biggest of all what am I taking this for?
1192	1	1	1	The group's procedure is not very well done. In order to delicate their experiment the procedure would need more controlled variable. It says "pour vinegar" , there is no precise measurement this could lead to varied results. The procedure also lacks multiple trials. The experiment was only completed once. In order to be implicated multiple trials as well as controlled variable are needed.
1193	1	2	2	In order to delicate the experiment i would need to know how much vinegar to pour into each cup used also need to know what was are taking the aid how range are the sample that is a using.
1194	1	3	3	I would need to know how much vine
1195	1	0	0	The reason the procedure is bad because they did not finish.
1196	1	1	0	After reading the group's procedure, you would need to know the problem in order to formulate a hypothesis, the materials so that you could directly delicate the procedure and the validity of the experiment so that you could repeat the experiment and conduct further trials in order to perhaps achieve more accurate results.
1197	1	3	3	It is important to know how much vinegar to put in each container. It is also important to know how long to rise them with distilled water or how much water should be used. The group should also write in their procedure whether or not they should cover the container once they have the stone and vinegar in.
1198	1	0	0	The procedure that is determine the mass of four different samples, pour vinegar in each of four separate, but identical container. After of one day remove and allow the samples for 30 minutes.
1199	1	2	2	To make the procedure correct, the group would have need to tell me how much of a sample i can use or should use. Also how much vinegar i should use and the size of the container, without that information i could not delicate this experiment.
1200	1	3	2	In order to appropriately delicate this experiment you would have to record and compare the results of the difference in mass in all four or if different substances. Also in this experiment, you would have to add to the procedure the temperature of which the substances will be present in making sure they are all the same. Also one piece that have to be added to this procedure is the amount of time the scteanst would take to rise the objects with distilled water. Also in this experiment, it should be retained the total amount of vinegar that is placed into the identical cups and then should be removed after the substance is taken out.
1201	1	0	0	You are going to need marble,limestone wood,plastic and vinegar.
1202	1	0	0	You will need to do the same steps over. But you need to be safe with douglas, ann, maybe douglas.
1203	1	3	3	You need to know the amount of vinegar you poured. The size of the container you are using. and all samples must be put in the same areas. Because the temperature and sunlight's does changes the result.
1204	1	2	2	Some additional information I would need to repeat this experiment would be the amount of vinegar used in each cup, the how much distilled water to rise with as well as the amount of time spent rinsing.
1205	1	3	3	The first thing necessary to delicate this experiment would be the amount of vinegar poured into each contain. The second thing necessary would be how long we rise of each sample with D water. The third thing we would have to know would be the volume of the container.
1206	1	3	3	In order to delicate this experiment, I would need to know how much vinegar to pour in each container. Also, I would need to know what samples I am using. I would need to know what size or shape of container to use. Finally, I would need to know exactly how each samples is to be put in and removed from the container.
1207	1	2	2	In order to delicate the experiment, I would need to know how to determine the mass of the material, what the container are made out of and on what material should we let the samples dry on.
1208	1	0	0	After reading the groups procedure the additional information I would need is to determine the mass of each sample at the beginning. Also to determine the difference in the mass at the end of experiment.
1209	1	2	3	I would need to know how to determine the mass. Specifically the size the materials container were and any other controlled variable such as the type of vinegar or the temperature to ? the container at for 24 hours as well as other storage conditions such as in direct sunlight.
1210	1	1	1	The additional information I need in order to delicate the experiment is independent and the dependent variable. The materials needed to conduct the experiment. His experiment also needs trials.
1211	1	3	3	One additional piece of information you would need to delicate the groups procedure would be the type of vinegar they were using, this is key regarding the reactions of the samples solidity and structure. Another piece of information I would need would be he much vinegar to pour in each cup. Lastly, I would need to know would be the temperature at which to start the samples while emerged in vinegar.
1212	1	2	2	You would need to include how much vinegar to pair into each container, if you were laboring each sample after you washed it with distilled water, and what kind of samples they are.
1213	1	0	0	That was the mass after 30 minutes. ^p That was the mass after 24 hours. ^p That was the influence between each time.
1214	1	2	2	To delicate this experiment, i would have to know the problem and how much vinegar to pour into each container. Now much water do you rise them with and for how long?
1215	1	1	1	In order to duplicate this experiment I would need a list of materials, what kind of samples and simpler steps.
1216	1	1	1	To delicate this experiment, you would need to know what samples to use. It does not state what samples were used until the data table was shown.
1217	1	0	0	The mass,use different mass. Different type of materials and different container,
1218	1	1	1	For the experiment you would need to know how much vinegar you would need to pour in each cup. For each sample I would need to no what kind of wood or plastic and how much of each sample should be used.
1219	1	0	0	I'll make sure that when I'm going to end the mass,I will remember to not add a later any chemical or anything else to the ending mass,so it won't turn out to be a negative or a zero as the dispose in the mass.
1220	1	1	1	I want to know if the container are the same size. Also how many times you have to do this experiment until its accurate.
1221	1	0	0	The additional information you would need is the procedure.You would need the marble, limestone, wood and plastic, you also need the starting, ending and difference in mass.
1222	1	2	2	Indicate what 4 materials you are finding the mass of. Now much vinegar must be poured into each container. Recording data along the way is important and not on the procedure.
1223	1	1	1	First, the students should have specified what four samples to use in the first step. In step 3, the students should have told the reader that the samples were to be placed in the container containing the vinegar. Also, it would have been a good idea to have included a step at the pad in which they would have to repeat the lab for accuracy.
1224	1	1	1	In this procedure would need to be given the names of the samples and also in the procedure they missed some vital steps like gathering the materials and also cleaning up in the end
1225	1	0	0	I would need ^p wood mass=starting 11.2 ending.2 ^p marble mass=starting 9.8 ending 9.4 ^p plastic mass=starting 7.2 ending 7.1
1226	1	2	2	In order to delicate this experiment you would need to know how much vinegar would be added to each tube. The group also need to specify what the "samples" are. Also they never put a step in to weigh the marble before the experiment/procedure was over.
1227	1	3	3	In order to delicate the experiment, we would need to know how much vinegar we add in each sample we testing, 5 les, 2 oz etc. Also, we need to know if the container must be covered or left open. Also, what conditions should they be left in for the 24 hours ? Darkness ? Right ? Both ? His is what we must know to delicate this experiment.
1228	1	1	1	To repeat the lab, the students are the information i would need is how much vinegar they used for each piece.
1229	1	0	0	The three pieces of information needed is, which container kept the same mass when vinegar was poured? Which container lost less mass? Which container lost more mass? You could also need to pour more vinegar to each of four separate container.
1230	1	1	1	After reading the groups procedure there were many piece of information they could have added. One by showing how much vinegar was used in the test tube. Another reason is for step number three the group could of showed what they used as their control. The group did not mention a control. Of there was a control it would have been all the same material but instead of vinegar the could fused water. Lastly the group could have shown that they used two or more trials.
1231	1	2	2	To retreat this experiment you would have to know how much vinegar would be poured into each of the container. You would need to know what the samples are, how much of each are you would need. ^p  A.K.A :-Amount of vinegar ^p            -That kind of material the samples are made of ^p            -Now much of each sample you'll add
1232	1	2	2	Additional information that you would need to repeat this experiment would be one: how much vinegar is added to each separate container. Two, how much of each sample is added to each cup. Three, what you are measuring the weight in. Your, what temperature the samples be kept at for 24 hours.
1233	1	0	0	The information you would need in order to delicate the experiment is, why would you need identical container, material and vinegar.
1234	1	0	0	In order to delicate the experiment you would need to
1235	1	2	2	To delicate the experiment, you need to determine how much vinegar was used in each cup for this experiment. You also need to determine the temperature the did the experiment take place and how much of the material was used.
1236	1	2	2	In the procedure more specific information is needed, such as the steps to determining the mass of each sample, how much vinegar should be poured in the four separate container and into what container and with what do you label them with. With more specific information this would be a well written procedure.
1237	1	0	1	The students should include which is most resistant, least resistant, and how many drops of "acid rain" (vinegar) they put in.
1238	1	0	0	I would need to know how to determine the mass of each sample. I'd need to know what to table the container. I'd need to know how to reform the steps, not just what the steps are of the experiment.
1239	1	3	3	In this experiment, many things were not mentioned in the procedure that was crucial in order to delicate it, first was that the names of the sample were not given, so we don't know what to take the mass of. Second was that it didn't tell how much vinegar to pour into the container in the being of the procedure. Lastly, we would need to know where to put the sample container for the 24-hour time period. Other than this, the experiment was written decently.
1240	1	0	0	Before the students put the objects in the solution, they should have weighed each sample. The students also should have had a control for their experiment to truly tell if their data was correct. To make their experiment better, they should repeat the experiment more than once to see if their data matches.
1241	1	2	2	The additional information that is needed to delicate this experiment is the amount of vinegar that is poured in to the container. Now much of the sample material should be passed and should the same sample be used joint in to the single container. Specify in the procedure what kind of sample materials to use.
1242	1	0	0	The 3 key materials that I need to delicate this experiment is "vinegar", a few plastic container and a "triple beam balance".
1243	1	0	0	Of you want to delicate the experiment you would need to get a new starting mass, ending mass and a difference in mass. You will also need to find new rocks to experiment to find different mass of each rock. You will also need new vinegar so they dont get mixed up with the other vinegar.
1244	1	2	2	The additional information you need to delicate the experiment is how big I refer the container. That temperature was the room at to make it dry. Now many items of material were put into each container.
1245	1	1	2	In order to delicate the experiment I need to know what the samples are, such as  wood or marble. I need to know how to find the mass of the samples such as by using a triple beam balance and I need to know how big the samples should be.
1246	1	3	2	Some additional information that would be needed to delicate the Acid Pain experiment may include the exact amount of vinegar that is poured into the container. Also you should know the room temperature and to make sure the room keeps in steady temperature thought the experiment. Lastly, in order to delicate this experiment I would need to know how much distilled water to use and how should I dry it.
1247	1	3	2	I would need to know how much vinegar was poured into each container, I would need to know what temperature the samples were in and if that temperature remained constant for the 24 hours. I would also need to know how I would rise each samples with distilled water without losing any sample, and I also need to know how many times I would need to rise the sample in order to remove all of the vinegar.
1248	1	3	3	They would need to include is a question of what they are trying to solve. Also they need to include what the four samples are in the procedure and how big they are. Another major thing they forgot to mention is what the climate of were the container are sitting for the twenty four hours, are they all in the same spot as in dark or light. These are some key things that need to be included.
1249	1	1	0	They should label the materials. Takes sure the scale is celebrated. Take sure you have a few days to do this lab
1250	1	3	2	To delicate the experiment the amount of vinegar would need to be known to keep the experiment a constant. The container that the materials are put into would also will have to be the same size to keep everything the same. The materials would have to be rinsed with the same distilled water and set to dry in the same temperature environment.
1251	1	1	2	In order to delicate this experiment, you would need to know which types of samples to begin with (marble,limestone,wood,plastic). You would also need to know exactly how much vinegar to pour in the container for step 2, and lastly, what unit of measurement should the mass be recorded in?
1252	1	3	3	Some additional information you would need to delicate the experiment is the amount of vinegar needed for step 2, what size  you need to make the samples key and what kind of container you need to put the samples in.
1253	1	2	2	That hemp is everything? they should include the hemp and how much vinegar. Also repeat twice.
1254	1	2	2	You need to know how much distilled water to rise it with. You also need to know how much vinegar to pour into each container. You need to know how big a container.
1255	1	2	2	Additional information would include, what were the four different substances. Now much vinegar was put into every cup. Also how much water was it rise with it could also tell you figure out the difference.
1256	1	0	0	He would need to know the time between the starting point and the end point.
1257	1	1	1	The additional information that you would need in order to delicate the experiment, is the amount of vinegar that you need to pour in the container, how much of the sample that you will use and what will you use to determine the mass of the sample.
1258	1	2	2	To delicate this experiment I would need same additional information I would need the miner what type of container to use how long I should since we sample with distilled water for and water to determine the mass of the samples were and samples the experiment finished.
1259	1	0	0	The most weak sample was limestone because  it lost 1.g of mass. The other don't have much difference .The stranger samples in the Acid Pain is wood because didn't lost a gram.
1260	1	0	0	In order to delicate the experiment, I would have to know the hypothesis of the experiment, because I am ensure of what i am testing for. Also, the problem to know what I am trying to prove, and the conclusion to see what resulted from the experiment, without these pieces of information included, it is difficult to release the experiment because you were only given the procedure and not the full lab report.
1261	1	2	2	One piece of additional information needed is how much vinegar you would put the samples in. Another would be how much of the samples? that is not specified. The last piece of additional information needed is how long do you rise the samples for.
1262	1	1	1	To delicate this procedure you would need to know a few more steps. First of all, they did not say how much vinegar you would need to pour in the container with the samples. Also, they must specify when you weigh the samples to get the starting weight that they recorded. Also, they did not say when to record the data you have and how you are getting the difference in mass.
1263	1	0	0	You would need to pour vinegar in each of 4 separate, size, identical container. Place a sample of 1 material into a container and table do the same with the other samples.
1264	1	0	0	To order to rapid this experiment I need the number of mass, limestone,wood,plastic how much zone I have to doesn't tell us we need to rapid the stepped we need  to know how long time we need to do the trials to know if the on same is right.
1265	1	2	2	In order to delicate this experiment, you would need cord
1266	1	3	3	Additional information that I need in order to delicate the experiment, is how much vinegar should be poured in the container. And if it should be the same amount in all. More information needed is the amount time that the samples should be rinsed with distilled water. Lastly, information also needed is where to put the samples for the 24 hours. It doesn't say if the samples were put in different locations.
1267	1	0	0	Measure the amount, after the 24 hours. Place the 4 different samples in 4 different places temperatures and leave samples in their area to dry.
1268	1	1	1	When they are going through the procedure, they did not include the names of the tested items. They also didn't say what they were testing it for.
1269	1	2	2	After reading the procedure there were 3 things missing. The three things were hour much vinegar did you put into each, container how much water do you use to rise each object and how long do you rise each object.
1270	1	0	0	The mass of four different samples. ^p The time for them to sit. ^p The purpose of the experiment and with sample. ^p Distilled water better.
1271	1	2	2	In order to delicate this experiment, we would need to know how to determine the mass in steps 1 and 6, or what instrument to use. He would also need to know exactly what kind of identical container they want to use in step 2. Finally, in step 5 we would have to know how and where to let the samples sit and dry.
1272	1	2	2	You would need to know why you are pouring vinegar into 4 masses. You need to pour the same amount of vinegar into each sample. And also, you need to include 4 designate samples and say liquid or solids.
1273	1	3	3	After I read the groups procedure, I determined that you need to know how much vinegar to pour in the contain in step 2. Another piece of information you need is what type of vinegar you need. The last piece of information you need is what size container should you use.
1274	1	2	2	Additional information needed is how much vinegar to use on each material. Also, good additional information would be to tell where they left the container with the materials.
1275	1	2	2	1) In the procedure include the names of the materials that will be used during the investigation. ^p 2) Now much vinegar should be in each cup? ^p 3) Include with what we should determine the mass of the samples.
1276	1	3	3	Now long the samples, how much the vinegar, at how big should container be.
1277	1	1	1	In order to delicate this experiment, you would need to know were the samples were. Some may have been warmer then others and some may have been cooper. His may have been effected the experiment.
1278	1	2	2	The group stated to "determine the mass of four different samples. Samples of what? They should have been more specific on what four samples they did the experiment on. They stated four Vinegar in each..." They did not tell us how much Vinegar to use. Also the group did not use a control group to show the difference in mass without the control group.
1279	1	0	0	That was their prediction before they start. After check if their prediction was right or not.
1280	1	0	0	To reeplicate the procedure,the additional information i would need include:Which samples of materials were placed first to last and basically in counts of even seconds, which materials were processes longer into the vinegar filled container.
1281	1	0	0	I would add let all the samples sit in the vinegar to soak. Take sure they are dry before making on. On't let any types get mixed up.
1282	1	2	2	The group would need to include in their procedures how much vinegar would be used, because that would impact the results. They should also include the size of the separate identical container, which could also impact result. The group could have also included information about the vinegar's hemp, which is an important constant.
1283	1	2	2	He need to know what the samples are in the procedure it just says to get four samples. It would also be helpful to tell us what unit to measure the samples and what size test tube to use. When the lab would  be performed correctly.
1284	1	2	2	You would need to know what materials to use, the amount of vinegar to use, and.
1285	1	3	3	In order to replicat the excitement, the procedure must tell us what materials they use for "samples", they must tell us how much vinegar they used in the four container, they must tell us what to measure the mass of each sample in, and how long you rise each sample in the distilled water.
1286	1	0	0	Well Am not sure about this answer but if you want the same answer you repeat the steps in order to get the answer. But I think if they do the wood the viniguer will suck up-more because wood suck any liquid up. To it would have a different answer.
1287	1	1	2	Additional information I would need in order to delicate the experiment would be the amount of vinegar you need to pour into the cups. That the samples you're using or and what your control group is going to be. There are important parts of the procedure that are missing.
1288	1	0	0	I would have 4 container called the is marble, limestar wood and plastic so the readers can know what in the container then poured a even amount of vinegar on each same. Met it sit & dry out for 24 hours & determine the mass I got at the end could compared it to the mass I got in the begging fig.
1289	1	3	3	To delicate the experiment, one would need to know how much  vinegar was used.It would also be helpful to know what concentration of vinegar was used. To delicate the experiment, one must know what the samples were in the procedure and the container they were put in.
1290	1	2	2	I would need to know how to measure I samples. i would need to know how much vinegar o put in each cup should place it on in the shade.
1291	1	0	0	Hypothesis to take a guess  whether the mass of four samples 1 of they was going to be right. ^p Independent  dependent variable in the students experiment ^p Results - The would didn't have any difference in mass and had the starting and ending mass were were the same 11.2
1292	1	3	3	In order to delicate this experiment, we should be told the amount of vinegar in m/is and tell what the container is made of and define if there needs to be a constant temperature in the 24 hours of it trying in an incubation.
1293	1	3	3	To delicate the group experiment you would need to know what size container the group used to hold the samples. You would also need to know how long to rise the samples. You would also  want to know how they dried the material, if you want to get the same data.
1294	1	2	2	In order in delicate the experiment,you would need to know the amount of vinegar poured into the separate four identical container, you would also need to know how the mass of the sample was examined(where type of scale) and should the sample the measure(what substance) are now indicated.All of the crucial elements stated a hour needed to marry out the experiment are not nothing or missing not mention the lack of a control  to compare results to.
1295	1	2	2	That the samples are, what type of container.
1296	1	1	1	Additional information that is needed to be able to delicate the experiment would be to know how much vinegar is being poured into the different yet identical container.
1297	1	1	1	Another important  piece of information we would need to know is how much vinegar would need to be put into each cup because if we poured more vinegar into one cup and a little into another cup the results may vary.
1298	1	2	1	I would need the size of the container. Now or what the temperature of the water that they used to rise the samples.
1299	1	1	1	In order to delicate this experiment you would need to know the amount of vinegar used, how much sample there was and what times the experiments were preformed at.
1300	1	1	3	In order to delicate this experiment there are a few things that could be done. One would be to say how large each sample should be. It should also include what type of sample is being tested & another thing would be to include how much vinegar to use. Another good thing would be to have multiple trials.
1301	1	1	1	You would would need to know how many trials to do for each sample, to make an effective experiment. You would need to know what to measure the mass in to it sound reasonable in the data. Also, you would need to pour in each of the four separate container. All this information would help produce a successful experiment.
1302	1	1	1	In order to delicate the experiment, you would first need to know how much vinegar to use. Also the amount of time its supposed to sit for. Most importantly, you would need to table each container with the difference in each one.
1303	1	1	1	You should obtain 4 separate container. And then mass the container so you can subtracted the weight of the container when you mass the samples. His will give you just the mass of the samples, not the samples and container combined. The amount of vinegar to add to the samples should also be determined more clearly.
1304	1	1	1	The group in this experiment can do
1305	1	0	0	You would need vinegar, a sample material to put into a measurement and label them, also you would need four identical container. His is to delicate the starting mass, ending mass and difference in mass. That is what you would need to delicate this experiment.
1306	1	3	3	In order to delicate the experiment, you would need to know the amount of vinegar that was poured into the container. You would also need to know the conditions of the space where the samples were set to dry in, if there was more water vapor in the air and if the samples even dried completely, you would also need to know the density of each sample and if the sample was completely submerged or if it was floating on top.
1307	1	2	2	After reading the group's procedure and making of the student's data recorded, I would say that they are mostly a few total information in some for one to delicate the experiment. One such information is how much vinegar in some they used on the samples, also what they used to determine the mass of the samples. Lastly what type of container they used would also be useful information.
1308	1	1	1	I would need to no how much vinegar you would put into each cup, how they determined the mass and how much of each sample did they use in each individual cups.
1309	1	0	0	Starting mass, ending mass, change in mass.
1310	1	0	0	The additional information we would need to delicate the experiment would be the conclusion.
1311	1	2	3	Additional information I would need to repeat this experiment includes which four samples we are testing, how much vinegar to pour into the separate container, how much of the a sample to put into the vinegar, what I would put the samples in after I remove them, and how I would determine the mass of each sample. These things are needed to delicate the experiment exactly or else I would not be able to know the directions and do the experiment the same.
1312	1	2	2	Well first off you need to know how much vinegar to add to each container In how much of each  sample.  In what type of vinegar, I would be more specific.
1313	1	3	3	Additional information that i would need in order to delicate this design is the four different samples. I would need to know the samples used to delicate this experiment. Also, I would need to know how much vinegar needs to be added to each stare, should it be submerged or not. Also, i would need to know does temperature play a key factor, what is the temperature. Lastly, I would want to know the aridity of the acid(ak)vinegar.
1314	1	2	2	You need to know how much vinegar to add to the container. You need to know what kind of container and you also need to know how to measure the samples.
1315	1	0	0	Take a data table to record each sample and the starting mass. Also record the ending mass, and the difference in mass. Also record the lowest and highest mass.
1316	1	2	2	In order to repeat the experiment by looking at the procedure,one must know what the four samples are. The amount of vinegar for each sample should be known as well. Also,the person performing the procedure should know how much of each sample to take and what type of measurement to use when determining the mass (grains).
1317	1	1	1	With step number two how much vinegar should you pour? ^p With step number three what sample  goes with what container?
1318	1	2	2	The additional information that we would need is, how much vinegar we need to pour on each of the four separate container. Also, it says to label the container but what are we supposed to label. Lastly, it says to place a sample of one material but it doesn't say what kind of material and in the beginning, it says to determine the mass of four different samples but we don't know what kind samples . To they should say the names of it. There is a lot of information that is missing from this procedure.
1319	1	2	2	There do we keep the container? Now much vinegar will we use and lastly what type of wood and plastic will we use?
1320	1	1	1	The additional information that the group did not add in,  was how much finger was poured in each container. Of each container had different mass of finger, then it will affect the out come of the samples. You must have the same amount of finger in each container and must be done at the right time to get the lab as accurate as possible.
1321	1	2	2	One thing they would need to add is how much vinegar did the pour into the cups. Another thing that they should add is that the different cups should have long. They rinsed each sample with distilled water.
1322	1	1	1	You would need to know how much vinegar was used in each container and how much of a sample to test in the experiment. Also if the mass of each sample is different, for example marble being 9.8 grass, plastic being 7.2 grass and wood being 11.2 grass, how is the mass of each determined?
1323	1	3	3	In order to delicate this experiment you would need additional information. You would need to know materials,the 4 different samples are,how much vinegar was used,whether or not the material should be completely submerged in the vinegar. Without this information our data could be different.
1324	1	0	0	Some additional information would be make sure the sample is dry to do anything else. Next, make sure you get all the data and make a chart.
1325	1	2	3	To delicate this experiment project, you would need to know what type of container were used to add the vinegar and how much vinegar to pour in each of the container. Also, you would need to know how much each sample you need to place in the vinegar, how much distilled water you need to rise it with and how well.
1326	1	1	1	You would need to know what material the samples were made of. You would need to know how much vinegar to pour into each container. You would need to know how much of each sample to put into each container.
1327	1	1	1	To delicate the experiment, I'd need to know how much Finger to pour into each sample. I'd also need to know what to table each sample and how much rain to put in each cup.
1328	1	2	2	I would need to know how big the container were, how much vinegar to use, and what amount of each of the 4 samples to delicate the experiment.
1329	1	3	3	To repeat the students experiment you would need to know additional to the procedure
1330	1	1	2	After reading the groups procedure, several things are needed in order for the experiment to be implicated. First, the four different samples should be identified and the desired mass should be specified. Also the amount of vinegar added to each sample should be identified.
1331	1	0	0	In order to delicate the experiment, you need the starting mass, the ending mass and the difference in mass. For example, the marble starting mass is "9.8" the ending mass is "9.4" and the difference in mass is "0.4." Now for the limestone, the data the group of students got was "10.4" for starting mass,"9.1" ending mass, "-1.3" difference mass now for the wood students got "11.2". Starting mass "11.2" ending mass and 0.0 for difference mass.
1332	1	2	2	Now much vinegar to pour in, how much big are the container, and which type of scale would i use?
1333	1	1	1	In order to delicate this experiment, it should be useful to know how much mass of each sample you are trying to start with. Each starting mass the group used were different, having a significant effect on this results. You would also want to know how much vinegar the group is putting into each container. Also, it would be important to know how the group is covering the samples from the container. Depending on how the samples are removed could play a major role on the final results.
1334	1	1	1	For step two how much vinegar do you pour in? ^p For step four how do you remove the samples from the container? ^p For step three what do you label the container?
1335	1	1	1	Some additional information they could have added be how much vinegar should be poured into each container, tell how much material they used in each container, and stated if there hypothesis was true.
1336	1	2	2	1.)Now much vinegar should go into each container ? ^p 2.)Why doesn't it matter which sample ? ^p 3.)Does it matter whether the the container will affect your results ?
1337	1	1	0	To delicate the experiment you would me to have the procedures, the materials and the time to do this project.
1338	1	1	1	In order to delicate this experiment, a few pieces of additional information are needed. You would need to know how much vinegar is being added to the container. You would also need to know how much of one material is considered to be a sample. It is necessary to know how to label the different container since they are identical.
1339	1	2	2	The additional information you would need order to delicate the experiment is tell how much vinegar to place into each container, tell the size of each material such as the marble, limestone, wood acid western.  The should also add wat the material would most likely look like after the experiment.
1340	1	0	0	Three pieces of information you need in order to delicate the experiment is a hypothesis first to predict what you think will happen. Secondly, you need the data information like what they did in the table and third you need your tools which they obviously had since they already recorded their data.
1341	1	2	2	In order for someone to delicate the experiment, this group should have immediately include, the names of the four samples substances. Also, they should include information about how much vinegar to add to each sample, and whether that amount remain constant for all 4 samples. His group also failed to inform us of the object of this experiment. When implicating this experiment it would not be clear to me the purpose of what i am doing and what i am trying to figure out.
1342	1	2	2	In order to delicate this experiment you would need to know the amount of vinegar used in each cup. You would also have to include a control group without vinegar to see if the mass might change. Another piece of information needed is where the samples were placed, such as a hot environment or a cool one.
1343	1	0	0	You will need to pour vinegar in four new separate, but identical, container. When you will need to get four new samples. And determine the mass for four different samples.
1344	1	2	2	For this experiment you would also need to know the equipment and the four samples.That were the samples and what else did you need to do the experiment also maybe a specific place to put the sample example light, dark rooms and temperature.Should you do the experiment twice one in light room,one dark different hemp.Now should the container be placed?
1345	1	1	1	To delicate this experiment, i would need to know what types of native i used as so i would need a scope to wight the motive before they get tremens and after to make the steps easy they could have said repeat steps 2 & 3 for each different motive used.
1346	1	2	2	Some additional information  would need to  know is what  samples i'm using which unit i'm measuring the mass in raw much vinegar i should put in each cup this is same information i would need put isn't to evident  in the procedure.
1347	1	0	0	You need some pictures and a statement.
1348	1	0	0	1 Met the samples sit to dry for different amount of time. ^p 2 Cry different container, not identical , different size/shapes. ^p 3 Cry more than  one type of acid, besides vinegar. ^p 4 Met samples sit larger than 24 hours.
1349	1	3	3	In order to delicate the groups experiment you would need to know how much vinegar to add each sample. Also you need to know what kind of container plastic, metal,paper this matter depending on how much vinegar would keep out of. Also the mass of the sample all need to be the same different mater make different conclusions due to surface area and such.
1350	1	1	1	To delicate the group's experiment I would need to know how much vinegar and we would have to label the container.
1351	1	2	2	In order to delicate the experiment, the additional information you would need would be how much vinegar you should pour into the four separate container in step 2. Another piece of additional information would be mentioning the specific samples being used in the procedure. A third piece of information would be how much water you should rise each sample with after the 24 hours.
